Elevation,Site,Date,Treatment,Plot_ID,Natives_sp,Natives_nr,Alien_sp,Alien_nr
1985,Top,March_2023,Cleared,TC_2,Cyperussemitrifidus,50,Bidensbipinnata,50
1985,Top,March_2023,Cleared,TC_2,Searsiadiscolor,2,Bidenspilosa,4
1985,Top,March_2023,Cleared,TC_2,Searsiadentata,3,NA,NA
1985,Top,March_2023,Cleared,TC_2,Rhamnusprinoides,1,NA,NA
1985,Top,March_2023,Cleared,TC_2,Asparagusasparagoides,2,NA,NA
1985,Top,March_2023,Cleared,TC_2,Helichrysumcymosum,1,NA,NA
1985,Top,March_2023,Cleared,TC_2,Berkheyamultijuga,1,NA,NA
1985,Top,March_2023,Cleared,TC_2,Artemisiaafra,1,NA,NA
1985,Top,March_2023,Cleared,TC_2,Hibiscustrionum,6,NA,NA
1985,Top,March_2023,Cleared,TC_2,Cheilantheseckloniana,7,NA,NA
1985,Top,March_2023,Cleared,TC_2,Commelinaafricana,7,NA,NA
1985,Top,March_2023,Cleared,TC_2,Diclisreptans,1,NA,NA
1985,Top,March_2023,Cleared,TC_2,Geberapiloselloides,9,NA,NA
1985,Top,March_2023,Cleared,TC_2,Salviarepens,50,NA,NA
1985,Top,March_2023,Cleared,TC_2,Arctotisarctotoides,4,NA,NA
1985,Top,March_2023,Cleared,TC_2,Lotononislotononoides,1,NA,NA
1985,Top,March_2023,Cleared,TC_2,Zantedeschiaalbomaculata,1,NA,NA
1985,Top,March_2023,Cleared,TC_2,Myrsineafricana,50,NA,NA
1985,Top,March_2023,Cleared,TC_2,Mariscuscongestus,3,NA,NA
1985,Top,March_2023,Cleared,TC_3,Rhamnusprinoides,2,Oenotherarosea,2
1985,Top,March_2023,Cleared,TC_3,Myrsineafricana,50,Nidorellapodocephala,1
1985,Top,March_2023,Cleared,TC_3,Clutianatalensis,1,Tagetesminuta,50
1985,Top,March_2023,Cleared,TC_3,Salviarepens,30,Bidenspilosa,50
1985,Top,March_2023,Cleared,TC_3,Helichrysumcymosum,1,Bidensbipinnata,3
1985,Top,March_2023,Cleared,TC_3,Cynoglossumhispidum,4,NA,NA
1985,Top,March_2023,Cleared,TC_3,Cyperussemitrifidus,50,NA,NA
1985,Top,March_2023,Cleared,TC_3,Geberapiloselloides,3,NA,NA
1985,Top,March_2023,Cleared,TC_3,Zantedeschiaalbomaculata,3,NA,NA
1985,Top,March_2023,Cleared,TC_3,Diclisreptans,2,NA,NA
1985,Top,March_2023,Cleared,TC_3,Commelinaafricana,1,NA,NA
1985,Top,March_2023,Cleared,TC_3,Asparagusasparagoides,2,NA,NA
1985,Top,March_2023,Cleared,TC_3,Kniphofiatriangularis,1,NA,NA
1985,Top,March_2023,Cleared,TC_3,Galiumspuriumspurium,2,NA,NA
1985,Top,March_2023,Cleared,TC_3,Searsiadentata,1,NA,NA
1985,Top,March_2023,Cleared,TC_3,Androcymbiumstriatum,1,NA,NA
1985,Top,March_2023,Cleared,TC_4,Salviarepens,22,Conyzasumatrensis,1
1985,Top,March_2023,Cleared,TC_4,Berkheyamultijuga,10,Bidensbipinnata,2
1985,Top,March_2023,Cleared,TC_4,Rhamnusprinoides,2,NA,NA
1985,Top,March_2023,Cleared,TC_4,Myrsineafricana,30,NA,NA
1985,Top,March_2023,Cleared,TC_4,Galiumspuriumspurium,8,NA,NA
1985,Top,March_2023,Cleared,TC_4,Oxalisdepressa,50,NA,NA
1985,Top,March_2023,Cleared,TC_4,Zantedeschiaalbomaculata,2,NA,NA
1985,Top,March_2023,Cleared,TC_4,Clutianatalensis,1,NA,NA
1985,Top,March_2023,Cleared,TC_4,Cynoglossumhispidum,4,NA,NA
1985,Top,March_2023,Cleared,TC_4,Geberapiloselloides,12,NA,NA
1985,Top,March_2023,Cleared,TC_4,Commelinaafricana,2,NA,NA
1985,Top,March_2023,Cleared,TC_4,Cyperussemitrifidus,50,NA,NA
1985,Top,March_2023,Cleared,TC_4,Searsiadivaricata,3,NA,NA
1985,Top,March_2023,Cleared,TC_4,Searsiadentata,1,NA,NA
1985,Top,March_2023,Cleared,TC_4,Hibiscusaethiopicus,2,NA,NA
1985,Top,March_2023,Cleared,TC_4,Rubusludwigii,1,NA,NA
1985,Top,March_2023,Cleared,TC_4,Asparagusasparagoides,1,NA,NA
1985,Top,March_2023,Cleared,TC_5,Searsiadivaricata,1,NA,NA
1985,Top,March_2023,Cleared,TC_5,Salviarepens,10,NA,NA
1985,Top,March_2023,Cleared,TC_5,Rhamnusprinoides,5,NA,NA
1985,Top,March_2023,Cleared,TC_5,Cynoglossumhispidum,3,NA,NA
1985,Top,March_2023,Cleared,TC_5,Commelinaafricana,8,NA,NA
1985,Top,March_2023,Cleared,TC_5,Cheilantheseckloniana,9,NA,NA
1985,Top,March_2023,Cleared,TC_5,Myrsineafricana,5,NA,NA
1985,Top,March_2023,Cleared,TC_5,Cheilanthesquadripinnata,5,NA,NA
1985,Top,March_2023,Cleared,TC_5,Geberapiloselloides,6,NA,NA
1985,Top,March_2023,Cleared,TC_5,Clutianatalensis,3,NA,NA
1985,Top,March_2023,Cleared,TC_5,Zantedeschiaalbomaculata,2,NA,NA
1985,Top,March_2023,Cleared,TC_5,Diclisreptans,2,NA,NA
1985,Top,March_2023,Cleared,TC_5,Searsiadentata,7,NA,NA
1985,Top,March_2023,Cleared,TC_5,Galiumspurium,3,NA,NA
1985,Top,March_2023,Cleared,TC_5,Seneciodissimulans,3,NA,NA
1985,Top,March_2023,Cleared,TC_5,Androcymbiumstriatum,1,NA,NA
1985,Top,March_2023,Cleared,TC_5,Kniphofiatriangularis,1,NA,NA
1985,Top,March_2023,Cleared,TC_5,Arctotisarctotoides,1,NA,NA
1985,Top,March_2023,Cleared,TC_5,Scabiosacolumbaria,1,NA,NA
1985,Top,March_2023,Cleared,TC_6,Myrsineafricana,24,Bidenspilosa,1
1985,Top,March_2023,Cleared,TC_6,Kniphofiatriangularis,3,NA,NA
1985,Top,March_2023,Cleared,TC_6,Cynoglossumhispidum,1,NA,NA
1985,Top,March_2023,Cleared,TC_6,Cheilanthesquadripinnata,1,NA,NA
1985,Top,March_2023,Cleared,TC_6,Diclisreptans,6,NA,NA
1985,Top,March_2023,Cleared,TC_6,Searsiadentata,1,NA,NA
1985,Top,March_2023,Cleared,TC_6,Commelinaafricana,4,NA,NA
1985,Top,March_2023,Cleared,TC_6,Salviarepens,14,NA,NA
1985,Top,March_2023,Cleared,TC_6,Cyperussemitrifidus,7,NA,NA
1985,Top,March_2023,Cleared,TC_6,Searsiadivaricata,1,NA,NA
1985,Top,March_2023,Cleared,TC_6,Rubusludwigii,7,NA,NA
1985,Top,March_2023,Uncleared,TU_1,Searsiadiscolor,1,Tagetesminuta,50
1985,Top,March_2023,Uncleared,TU_1,Berkheyamultijuga,1,Oenotherarosea,2
1985,Top,March_2023,Uncleared,TU_1,Zantedeschiaalbomaculata,4,Bidenspilosa,50
1985,Top,March_2023,Uncleared,TU_1,Scabiosacolumbaria,1,NA,NA
1985,Top,March_2023,Uncleared,TU_1,Searsiadivaricata,1,NA,NA
1985,Top,March_2023,Uncleared,TU_1,Searsiadivaricata,1,NA,NA
1985,Top,March_2023,Uncleared,TU_2,Galiumspurium,50,Tagetesminuta,50
1985,Top,March_2023,Uncleared,TU_2,Zantedeschiaalbomaculata,4,Bidenspilosa,50
1985,Top,March_2023,Uncleared,TU_2,Berkheyamultijuga,1,Bidensbipinnata,50
1985,Top,March_2023,Uncleared,TU_2,Cheilantheseckloniana,10,NA,NA
1985,Top,March_2023,Uncleared,TU_2,Salviarepens,50,NA,NA
1985,Top,March_2023,Uncleared,TU_3,Geberapiloselloides,4,Tagetesminuta,50
1985,Top,March_2023,Uncleared,TU_3,Kniphofiatriangularis,1,NA,NA
1985,Top,March_2023,Uncleared,TU_3,Helichrysumcymosum,1,NA,NA
1985,Top,March_2023,Uncleared,TU_3,Helichrysumcymosum,1,NA,NA
1985,Top,March_2023,Uncleared,TU_4,Myrsineafricana,50,Bidensbipinnata,2
1985,Top,March_2023,Uncleared,TU_4,Searsiadentata,7,NA,NA
1985,Top,March_2023,Uncleared,TU_4,Salviarepens,10,NA,NA
1985,Top,March_2023,Uncleared,TU_4,Galiumspurium,1,NA,NA
1985,Top,March_2023,Uncleared,TU_4,Commelinaafricana,2,NA,NA
1985,Top,March_2023,Uncleared,TU_4,Cyperussemitrifidus,50,NA,NA
1985,Top,March_2023,Uncleared,TU_5,Salviarepens,50,Oenotherarosea,1
1985,Top,March_2023,Uncleared,TU_5,Helichrysumodoratissimum,1,Bidensbipinnata,6
1985,Top,March_2023,Uncleared,TU_5,Cyperussemitrifidus,50,NA,NA
1985,Top,March_2023,Uncleared,TU_5,Cheilantheseckloniana,2,NA,NA
1985,Top,March_2023,Uncleared,TU_6,Salviarepens,4,NA,NA
1985,Top,March_2023,Uncleared,TU_6,Cheilantheseckloniana,3,NA,NA
1985,Top,March_2023,Uncleared,TU_6,Cyperussemitrifidus,7,NA,NA
1985,Top,March_2023,Uncleared,TU_6,Galiumspurium,50,NA,NA
1985,Top,March_2023,Uncleared,TU_6,Bidenspilosa,1,NA,NA
1985,Top,March_2023,Uncleared,TU_6,Diospyrosaustro-africana,1,NA,NA
1985,Top,March_2023,Uncleared,TU_6,Rhamnusprinoides,1,NA,NA
1985,Top,March_2023,Uncleared,TU_6,Myrsineafricana,40,NA,NA
1842,Middle,March_2023,Control,MK_1,Helichrysumcymosum,21,Verbenabonariensis,6
1842,Middle,March_2023,Control,MK_1,Helichrysumodoratissimum,8,Hypochaerisradicata,11
1842,Middle,March_2023,Control,MK_1,Hermanniadepressa,50,Bidensbipinnata,1
1842,Middle,March_2023,Control,MK_1,Helichrysumrugulosum,50,Oenotherarosea,25
1842,Middle,March_2023,Control,MK_1,Salviarepens,50,Nidorellapodocephala,50
1842,Middle,March_2023,Control,MK_1,Polygalahottentota,2,Tagetesminuta,4
1842,Middle,March_2023,Control,MK_1,Gomphocarpusfruticosus,1,Plantagolanceolata,1
1842,Middle,March_2023,Control,MK_1,Oxalisdepressa,50,Xanthiumstrumarium,2
1842,Middle,March_2023,Control,MK_1,Senecioisatideus,5,NA,NA
1842,Middle,March_2023,Control,MK_1,Lotononislotononoides,4,NA,NA
1842,Middle,March_2023,Control,MK_1,Galiumspurium,50,NA,NA
1842,Middle,March_2023,Control,MK_1,Lobeliaflaccida,8,NA,NA
1842,Middle,March_2023,Control,MK_1,Seneciodissimulans,1,NA,NA
1842,Middle,March_2023,Control,MK_1,Searsiadentata,1,NA,NA
1842,Middle,March_2023,Control,MK_1,Bulbostylis,8,NA,NA
1842,Middle,March_2023,Control,MK_1,Ledebouriacooperi,2,NA,NA
1842,Middle,March_2023,Control,MK_1,Crassuladependens,16,NA,NA
1842,Middle,March_2023,Control,MK_1,Haplocarphascaposa,4,NA,NA
1842,Middle,March_2023,Control,MK_1,Jamesbritteniapristisepala,1,NA,NA
1842,Middle,March_2023,Control,MK_1,Ajugaophrydis,1,NA,NA
1842,Middle,March_2023,Control,MK_1,Carexzuluensis,1,NA,NA
1842,Middle,March_2023,Control,MK_1,Helilongmultiple,50,NA,NA
1842,Middle,March_2023,Control,MK_1,Helilongmultiple,50,NA,NA
1842,Middle,March_2023,Control,MK_2,Berkheyadiscolor,1,Verbenabonariensis,50
1842,Middle,March_2023,Control,MK_2,Ledebouriacooperi,5,Nidorellapodocephala,32
1842,Middle,March_2023,Control,MK_2,Senecioinornatus,1,Plantagolanceolata,1
1842,Middle,March_2023,Control,MK_2,Cyperusesculentus,50,Oenotherarosea,7
1842,Middle,March_2023,Control,MK_2,Hibiscustrionum,1,Conyzasumatrensis,1
1842,Middle,March_2023,Control,MK_2,NA,NA,Trifoliumrepens,50
1842,Middle,March_2023,Control,MK_2,NA,NA,Cirsiumvulgare,1
1842,Middle,March_2023,Control,MK_2,NA,NA,Taraxacumofficinale,4
1842,Middle,March_2023,Control,MK_2,NA,NA,Bidensbipinnata,2
1842,Middle,March_2023,Control,MK_2,NA,NA,Bidenspilosa,2
1842,Middle,March_2023,Control,MK_3,Helilongmultiple,16,Bidensbipinnata,2
1842,Middle,March_2023,Control,MK_3,Cynoglossumhispidum,1,Bidenspilosa,50
1842,Middle,March_2023,Control,MK_3,Helichrysumodoratissimum,6,Oxalisdepressacorniculata,50
1842,Middle,March_2023,Control,MK_3,Berkheyadiscolor,6,Cirsiumvulgare,3
1842,Middle,March_2023,Control,MK_3,Salviarepens,6,Verbenabonariensis,15
1842,Middle,March_2023,Control,MK_3,Rumexsagittatus,10,Conyzasumatrensis,1
1842,Middle,March_2023,Control,MK_3,Pelargoniumalchemilloides,2,Plantagolanceolata,50
1842,Middle,March_2023,Control,MK_3,Cyperusesculentus,50,Oenotherarosea,6
1842,Middle,March_2023,Control,MK_3,Artemisiaafra,1,Trifoliumrepens,50
1842,Middle,March_2023,Control,MK_3,Hibiscustrionum,1,Taraxacumofficinale,1
1842,Middle,March_2023,Control,MK_3,Rubusludwigii,1,Tagetesminuta,14
1842,Middle,March_2023,Control,MK_3,Searsiadentata,1,NA,NA
1842,Middle,March_2023,Control,MK_3,Amaranthushybridus,5,NA,NA
1842,Middle,March_2023,Control,MK_4,Zantedeschiaalbomaculata,2,Bidensbipinnata,8
1842,Middle,March_2023,Control,MK_4,Hibiscustrionum,1,Plantagolanceolata,50
1842,Middle,March_2023,Control,MK_4,Trifoliatepurplestem,4,Cirsiumvulgare,22
1842,Middle,March_2023,Control,MK_4,Pelargoniumalchemilloides,1,Verbenabonariensis,50
1842,Middle,March_2023,Control,MK_4,Helilongmultiple,37,Oenotherarosea,1
1842,Middle,March_2023,Control,MK_4,Cyperusesculentus,50,Nidorellapodocephala,31
1842,Middle,March_2023,Control,MK_4,NA,NA,Trifoliumrepens,50
1842,Middle,March_2023,Control,MK_5,Helichrysumnudifolium,15,Bidensbipinnata,1
1842,Middle,March_2023,Control,MK_5,Helichrysumrugulosum,50,Plantagolanceolata,50
1842,Middle,March_2023,Control,MK_5,Helichrysumodoratissimum,2,Tagetesminuta,4
1842,Middle,March_2023,Control,MK_5,Arctotisarctotoides,50,Oenotherarosea,5
1842,Middle,March_2023,Control,MK_5,Hibiscusaethiopicus,1,Taraxacumofficinale,30
1842,Middle,March_2023,Control,MK_5,Helichrysumcymosum,9,Conyzasumatrensis,3
1842,Middle,March_2023,Control,MK_5,Berkheyadiscolor,1,Hypochaerisradicata,1
1842,Middle,March_2023,Control,MK_5,Helichrysumcallicomum,1,NA,NA
1842,Middle,March_2023,Control,MK_5,Hermanniadepressa,20,NA,NA
1842,Middle,March_2023,Control,MK_5,Crassuladependens,2,NA,NA
1842,Middle,March_2023,Control,MK_5,Polygalahottentota,1,NA,NA
1842,Middle,March_2023,Control,MK_5,Cyperusesculentus,50,NA,NA
1842,Middle,March_2023,Control,MK_6,Cyperusesculentus,50,Bidensbipinnata,1
1842,Middle,March_2023,Control,MK_6,Berkheyadiscolor,46,Conyzasumatrensis,13
1842,Middle,March_2023,Control,MK_6,Feliciamuricata,50,Oenotherarosea,10
1842,Middle,March_2023,Control,MK_6,Hibiscusaethiopicus,1,Nidorellapodocephala,50
1842,Middle,March_2023,Control,MK_6,Crassuladependens,4,Tagetesminuta,1
1842,Middle,March_2023,Control,MK_6,Helichrysumodoratissimum,1,Plantagolanceolata,1
1842,Middle,March_2023,Control,MK_6,Arctotisarctotoides,50,Cirsiumvulgare,2
1842,Middle,March_2023,Control,MK_6,Senecioinornatus,2,NA,NA
1842,Middle,March_2023,Control,MK_6,Helichrysumcallicomum,2,NA,NA
1842,Middle,March_2023,Control,MK_6,Helichrysumcymosum,2,NA,NA
1842,Middle,March_2023,Control,MK_6,Helichrysumaureonitens,2,NA,NA
1842,Middle,March_2023,Control,MK_6,Seneciomacrocephalus,1,NA,NA
1842,Middle,March_2023,Control,MK_6,Helichrysumnudifolium,1,NA,NA
1842,Middle,March_2023,Control,MK_6,Helilongmultiple,35,NA,NA
1842,Middle,March_2023,Cleared,MC_1,Helichrysumcymosum,2,Bidensbipinnata,50
1842,Middle,March_2023,Cleared,MC_1,Helichrysumodoratissimum,1,Bidenspilosa,50
1842,Middle,March_2023,Cleared,MC_1,Salviarepens,6,Salviatilifolia,1
1842,Middle,March_2023,Cleared,MC_1,Hibiscustrionum,1,Cyathulauncinulata,3
1842,Middle,March_2023,Cleared,MC_1,Cynoglossumhispidum,6,Amaranthushybridus,4
1842,Middle,March_2023,Cleared,MC_1,Arctotisarctotoides,2,Tagetesminuta,50
1842,Middle,March_2023,Cleared,MC_1,Carexzuluensis,6,Conyzasumatrensis,7
1842,Middle,March_2023,Cleared,MC_1,Zantedeschiaalbomaculata,3,Oenotherarosea,16
1842,Middle,March_2023,Cleared,MC_1,Mariscuscongestus,50,Oxalisdepressacorniculata,50
1842,Middle,March_2023,Cleared,MC_1,Cheilantheseckloniana,1,Plantagolanceolata,9
1842,Middle,March_2023,Cleared,MC_1,Asparagusasparagoides,1,Nidorellapodocephala,10
1842,Middle,March_2023,Cleared,MC_1,Searsiadentata,2,Cirsiumvulgare,26
1842,Middle,March_2023,Cleared,MC_1,Commelinaafricana,8,Xanthiumstrumarium,3
1842,Middle,March_2023,Cleared,MC_1,Senecioisatideus,2,Taraxacumofficinale,2
1842,Middle,March_2023,Cleared,MC_1,Myrsineafricana,3,NA,NA
1842,Middle,March_2023,Cleared,MC_1,Pelargoniumalchemilloides,2,NA,NA
1842,Middle,March_2023,Cleared,MC_1,Galiumspurium,2,NA,NA
1842,Middle,March_2023,Cleared,MC_1,Clutianatalensis,1,NA,NA
1842,Middle,March_2023,Cleared,MC_2,Zantedeschiaalbomaculata,2,Bidenspilosa,5
1842,Middle,March_2023,Cleared,MC_2,Senecioisatideus,50,Bidensbipinnata,2
1842,Middle,March_2023,Cleared,MC_2,Pelargoniumalchemilloides,4,Salviatilifolia,1
1842,Middle,March_2023,Cleared,MC_2,Cynoglossumhispidum,2,Amaranthushybridus,1
1842,Middle,March_2023,Cleared,MC_2,Myrsineafricana,11,Tagetesminuta,10
1842,Middle,March_2023,Cleared,MC_2,Helichrysumodoratissimum,2,Oenotherarosea,15
1842,Middle,March_2023,Cleared,MC_2,Searsiadentata,1,Verbenabonariensis,50
1842,Middle,March_2023,Cleared,MC_2,Oxalisdepressa,50,Plantagolanceolata,50
1842,Middle,March_2023,Cleared,MC_2,Cinerarialyratiforms,2,Nidorellapodocephala,50
1842,Middle,March_2023,Cleared,MC_2,Salviarepens,1,Oxalisdepressacorniculata,50
1842,Middle,March_2023,Cleared,MC_2,Helichrysumcallicomum,1,Taraxacumofficinale,2
1842,Middle,March_2023,Cleared,MC_2,Cheilantheseckloniana,1,Cirsiumvulgare,5
1842,Middle,March_2023,Cleared,MC_2,Hibiscustrionum,1,Xanthiumstrumarium,1
1842,Middle,March_2023,Cleared,MC_2,Cyperusesculentus,50,l,NA
1842,Middle,March_2023,Cleared,MC_3,Cynoglossumhispidum,10,Salviatilifolia,1
1842,Middle,March_2023,Cleared,MC_3,Salviarepens,30,Cyathulauncinulata,50
1842,Middle,March_2023,Cleared,MC_3,Solanumretroflexum,1,Bidenspilosa,50
1842,Middle,March_2023,Cleared,MC_3,Helimultipleinflo,50,Bidensbipinnata,50
1842,Middle,March_2023,Cleared,MC_3,Searsiadentata,3,Amaranthushybridus,7
1842,Middle,March_2023,Cleared,MC_3,Senecioisatideus,10,Cirsiumvulgare,31
1842,Middle,March_2023,Cleared,MC_3,Myrsineafricana,1,Tagetesminuta,50
1842,Middle,March_2023,Cleared,MC_3,Helichrysumodoratissimum,2,Xanthiumstrumarium,1
1842,Middle,March_2023,Cleared,MC_3,Asparagusafricanus,2,Oenotherarosea,1
1842,Middle,March_2023,Cleared,MC_3,Rumexsagittatus,1,Plantagolanceolata,50
1842,Middle,March_2023,Cleared,MC_3,Hibiscusaethiopicus,1,Oxalisdepressacorniculata,50
1842,Middle,March_2023,Cleared,MC_3,Asparagusasparagoides,2,Verbenabonariensis,1
1842,Middle,March_2023,Cleared,MC_3,Cyperusesculentus,50,NA,NA
1842,Middle,March_2023,Cleared,MC_4,Cynoglossumhispidum,50,Cirsiumvulgare,12
1842,Middle,March_2023,Cleared,MC_4,Helichrysumcymosum,1,Nidorellapodocephala,50
1842,Middle,March_2023,Cleared,MC_4,Commelinaafricana,4,Oxalisdepressacorniculata,50
1842,Middle,March_2023,Cleared,MC_4,Eucleacrispa,12,Conyzasumatrensis,3
1842,Middle,March_2023,Cleared,MC_4,Asparagusasparagoides,9,Plantagolanceolata,50
1842,Middle,March_2023,Cleared,MC_4,Calpurniasericea,2,Taraxacumofficinale,3
1842,Middle,March_2023,Cleared,MC_4,Salviarepens,1,Tagetesminuta,50
1842,Middle,March_2023,Cleared,MC_4,Zantedeschiaalbomaculata,1,Verbenabonariensis,3
1842,Middle,March_2023,Cleared,MC_4,Searsiadentata,4,Bidenspilosa,50
1842,Middle,March_2023,Cleared,MC_4,Gomphocarpusfruticosus,1,Amaranthushybridus,2
1842,Middle,March_2023,Cleared,MC_4,Solanumretroflexum,5,Bidensbipinnata,50
1842,Middle,March_2023,Cleared,MC_4,Helimultipleinflo,9,NA,NA
1842,Middle,March_2023,Cleared,MC_4,Rubusludwigii,2,NA,NA
1842,Middle,March_2023,Cleared,MC_4,Mariscuscongestus,50,NA,NA
1842,Middle,March_2023,Cleared,MC_4,Cinerarialyratiforms,2,NA,NA
1842,Middle,March_2023,Cleared,MC_4,Carexzuluensis,2,NA,NA
1842,Middle,March_2023,Cleared,MC_5,Salviarepens,5,Nidorellapodocephala,50
1842,Middle,March_2023,Cleared,MC_5,Helichrysumcymosum,14,Cirsiumvulgare,6
1842,Middle,March_2023,Cleared,MC_5,Helimultipleinflo,3,Oenotherarosea,7
1842,Middle,March_2023,Cleared,MC_5,Helichrysumrugulosum,50,Conyzasumatrensis,4
1842,Middle,March_2023,Cleared,MC_5,Arctotisarctotoides,50,Tagetesminuta,9
1842,Middle,March_2023,Cleared,MC_5,Helichrysumnudifolium,2,Oxalisdepressacorniculata,50
1842,Middle,March_2023,Cleared,MC_5,Seneciomacrocephalus,5,Bidensbipinnata,11
1842,Middle,March_2023,Cleared,MC_5,Hibiscusaethiopicus,7,Medicagopolymorpha,2
1842,Middle,March_2023,Cleared,MC_5,Commelinaafricana,6,Xanthiumspinosum,1
1842,Middle,March_2023,Cleared,MC_5,Solanumretroflexum,3,NA,NA
1842,Middle,March_2023,Cleared,MC_5,Gomphocarpusfruticosus,1,NA,NA
1842,Middle,March_2023,Cleared,MC_5,Cynoglossumhispidum,1,NA,NA
1842,Middle,March_2023,Cleared,MC_5,Searsiadentata,1,NA,NA
1842,Middle,March_2023,Cleared,MC_5,Helichrysumodoratissimum,2,NA,NA
1842,Middle,March_2023,Cleared,MC_5,Mariscuscongestus,50,NA,NA
1842,Middle,March_2023,Cleared,MC_5,Rhynchosiatotta,2,NA,NA
1842,Middle,March_2023,Cleared,MC_5,Buddlejasalviifolia,1,NA,NA
1842,Middle,March_2023,Cleared,MC_6,Salviarepens,50,Conyzasumatrensis,2
1842,Middle,March_2023,Cleared,MC_6,Senecioisatideus,50,NA,NA
1842,Middle,March_2023,Cleared,MC_6,Chrysocomaciliata,2,NA,NA
1842,Middle,March_2023,Cleared,MC_6,Berkheyamultijuga,2,NA,NA
1842,Middle,March_2023,Cleared,MC_6,Oxalisdepressa,50,NA,NA
1842,Middle,March_2023,Cleared,MC_6,Hibiscusaethiopicus,1,NA,NA
1842,Middle,March_2023,Cleared,MC_6,Pelargoniumalchemilloides,2,NA,NA
1842,Middle,March_2023,Cleared,MC_6,Searsiadentata,1,NA,NA
1842,Middle,March_2023,Cleared,MC_6,Senecioinornatus,14,NA,NA
1842,Middle,March_2023,Uncleared,MU_1,Calpurniasericea,1,Conyzasumatrensis,2
1842,Middle,March_2023,Uncleared,MU_1,Ophioglossumvulgatum,14,Oxalisdepressacorniculata,50
1842,Middle,March_2023,Uncleared,MU_1,Cynoglossumhispidum,1,Bidenspilosa,3
1842,Middle,March_2023,Uncleared,MU_1,Myrsineafricana,4,Bidensbipinnata,1
1842,Middle,March_2023,Uncleared,MU_1,Diclisreptans,5,NA,NA
1842,Middle,March_2023,Uncleared,MU_1,Galiumspurium,1,NA,NA
1842,Middle,March_2023,Uncleared,MU_2,Buddlejasalviifolia,7,Cyathulauncinulata,12
1842,Middle,March_2023,Uncleared,MU_2,Rumexsagittatus,15,Bidenspilosa,50
1842,Middle,March_2023,Uncleared,MU_2,Cinerarialyratiforms,3,Bidensbipinnata,50
1842,Middle,March_2023,Uncleared,MU_2,Myrsineafricana,50,Nidorellapodocephala,10
1842,Middle,March_2023,Uncleared,MU_2,Cynoglossumhispidum,4,Taraxacumofficinale,2
1842,Middle,March_2023,Uncleared,MU_2,Asparagusasparagoides,11,NA,NA
1842,Middle,March_2023,Uncleared,MU_2,Calpurniasericea,2,NA,NA
1842,Middle,March_2023,Uncleared,MU_2,Rubusludwigii,5,NA,NA
1842,Middle,March_2023,Uncleared,MU_2,Cheilantheseckloniana,1,NA,NA
1842,Middle,March_2023,Uncleared,MU_2,Cheilanthesquadripinnata,2,NA,NA
1842,Middle,March_2023,Uncleared,MU_2,Ophioglossumvulgatum,16,NA,NA
1842,Middle,March_2023,Uncleared,MU_2,Solanumretroflexum,8,NA,NA
1842,Middle,March_2023,Uncleared,MU_2,Eucleacrispa,50,NA,NA
1842,Middle,March_2023,Uncleared,MU_2,Searsiadentata,3,NA,NA
1842,Middle,March_2023,Uncleared,MU_2,Helichrysumcymosum,3,NA,NA
1842,Middle,March_2023,Uncleared,MU_2,Galiumspuriumspurium,1,NA,NA
1842,Middle,March_2023,Uncleared,MU_2,Calpurniasericea,1,NA,NA
1842,Middle,March_2023,Uncleared,MU_3,Solanumretroflexum,20,Cyathulauncinulata,3
1842,Middle,March_2023,Uncleared,MU_3,Myrsineafricana,50,Bidensbipinnata,50
1842,Middle,March_2023,Uncleared,MU_3,Eucleacrispa,50,Bidenspilosa,50
1842,Middle,March_2023,Uncleared,MU_3,Zantedeschiaalbomaculata,12,Verbenabonariensis,1
1842,Middle,March_2023,Uncleared,MU_3,Diclisreptans,2,Tagetesminuta,50
1842,Middle,March_2023,Uncleared,MU_3,Ophioglossumvulgatum,15,Conyzasumatrensis,5
1842,Middle,March_2023,Uncleared,MU_3,Asparagusasparagoides,5,Plantagolanceolata,11
1842,Middle,March_2023,Uncleared,MU_3,Pelargoniumalchemilloides,12,Taraxacumofficinale,1
1842,Middle,March_2023,Uncleared,MU_3,Rumexsagittatus,20,NA,NA
1842,Middle,March_2023,Uncleared,MU_3,Helichrysumodoratissimum,1,NA,NA
1842,Middle,March_2023,Uncleared,MU_3,Senecioisatideus,1,NA,NA
1842,Middle,March_2023,Uncleared,MU_3,Salviarepens,13,NA,NA
1842,Middle,March_2023,Uncleared,MU_3,Calpurniasericea,1,NA,NA
1842,Middle,March_2023,Uncleared,MU_3,Searsiadentata,2,NA,NA
1842,Middle,March_2023,Uncleared,MU_3,Cynoglossumhispidum,1,NA,NA
1842,Middle,March_2023,Uncleared,MU_4,Helimultipleinflo,5,Plantagolanceolata,50
1842,Middle,March_2023,Uncleared,MU_4,Helichrysumodoratissimum,11,Conyzasumatrensis,50
1842,Middle,March_2023,Uncleared,MU_4,Myrsineafricana,50,Nidorellapodocephala,50
1842,Middle,March_2023,Uncleared,MU_4,Zantedeschiaalbomaculata,6,Tagetesminuta,50
1842,Middle,March_2023,Uncleared,MU_4,Calpurniasericea,6,Trifoliumrepens,50
1842,Middle,March_2023,Uncleared,MU_4,Commelinaafricana,3,Cirsiumvulgare,4
1842,Middle,March_2023,Uncleared,MU_4,Cinerariadieterlenii,3,Bidenspilosa,50
