Elevation,Site,Date,Treatment,Plot_ID,Natives_sp,Natives_nr,Alien_sp,Alien_nr
1985,Top,December_2022,Control,TK_1,Geberapiloselloides,5,NA,NA
1985,Top,December_2022,Control,TK_1,Scabiosacolumbaria,3,NA,NA
1985,Top,December_2022,Control,TK_1,Hibiscusaethiopicus,7,NA,NA
1985,Top,December_2022,Control,TK_1,Gazaniakrebsiana,50,NA,NA
1985,Top,December_2022,Control,TK_1,Feliciafilifolia,3,NA,NA
1985,Top,December_2022,Control,TK_1,Lotononislotononoides,11,NA,NA
1985,Top,December_2022,Control,TK_1,Hermanniacoccocarpa,6,NA,NA
1985,Top,December_2022,Control,TK_1,Galiumsp,17,NA,NA
1985,Top,December_2022,Control,TK_1,Anthospermumherbaceum,3,NA,NA
1985,Top,December_2022,Control,TK_1,Feliciamuricata,50,NA,NA
1985,Top,December_2022,Control,TK_1,Cyperusrupestris,1,NA,NA
1985,Top,December_2022,Control,TK_1,Cyperusrupestris,1,NA,NA
1985,Top,December_2022,Control,TK_2,Feliciafilifolia,10,Verbena bonariensis,4
1985,Top,December_2022,Control,TK_2,Feliciafilifolia,12,NA,NA
1985,Top,December_2022,Control,TK_2,Hibiscusaethiopicus,8,NA,NA
1985,Top,December_2022,Control,TK_2,Lotononislaxa,10,NA,NA
1985,Top,December_2022,Control,TK_2,Cyperusrupestris,6,NA,NA
1985,Top,December_2022,Control,TK_2,Berkheyadiscolor,1,NA,NA
1985,Top,December_2022,Control,TK_2,Helichrysumrugulosum,6,NA,NA
1985,Top,December_2022,Control,TK_2,Bidensbipinnata,3,NA,NA
1985,Top,December_2022,Control,TK_2,Senecioharveianus,2,NA,NA
1985,Top,December_2022,Control,TK_2,Seriphiumplumosum,1,NA,NA
1985,Top,December_2022,Control,TK_2,Helichrysumodoratissimum,1,NA,NA
1985,Top,December_2022,Control,TK_2,Gazaniakrebsiana,5,NA,NA
1985,Top,December_2022,Control,TK_2,Helichrysumcymosum,1,NA,NA
1985,Top,December_2022,Control,TK_2,Hermanniacoccocarpa,1,NA,NA
1985,Top,December_2022,Control,TK_2,Seneciodiscodregeanus,2,NA,NA
1985,Top,December_2022,Control,TK_2,Anthospermumherbaceum,2,NA,NA
1985,Top,December_2022,Control,TK_2,Helichrysumaureonitens,1,NA,NA
1985,Top,December_2022,Control,TK_3,Helichrysumcymosum,36,Oenothera tetraptera,50
1985,Top,December_2022,Control,TK_3,Senecioinornatus,30,Nidorella podocephala,50
1985,Top,December_2022,Control,TK_3,Hypoxiscostata,1,Medicago polymorpha,2
1985,Top,December_2022,Control,TK_3,Helichrysumrugulosum,6,NA,NA
1985,Top,December_2022,Control,TK_3,Hermanniacoccocarpa,25,NA,NA
1985,Top,December_2022,Control,TK_3,Anthospermumherbaceum,6,NA,NA
1985,Top,December_2022,Control,TK_3,Berkheyadiscolor,9,NA,NA
1985,Top,December_2022,Control,TK_3,Seneciocfscitus,3,NA,NA
1985,Top,December_2022,Control,TK_3,Salviarepens,1,NA,NA
1985,Top,December_2022,Control,TK_3,Hibiscusaethiopicus,9,NA,NA
1985,Top,December_2022,Control,TK_3,Commelinaafricana,5,NA,NA
1985,Top,December_2022,Control,TK_3,Geberapiloselloides,3,NA,NA
1985,Top,December_2022,Control,TK_3,Crassuladependens,1,NA,NA
1985,Top,December_2022,Control,TK_3,Helichrysumodoratissimum,3,NA,NA
1985,Top,December_2022,Control,TK_3,Helichrysumnudifolium,2,NA,NA
1985,Top,December_2022,Control,TK_3,Lotononislotononoides,2,NA,NA
1985,Top,December_2022,Control,TK_3,Lotononislaxa,1,NA,NA
1985,Top,December_2022,Control,TK_3,Coniumcffontanum,3,NA,NA
1985,Top,December_2022,Control,TK_3,Feliciafilifolia,5,NA,NA
1985,Top,December_2022,Control,TK_3,Cyperusesculentus,50,NA,NA
1985,Top,December_2022,Control,TK_3,Carexzuluensis,8,NA,NA
1985,Top,December_2022,Control,TK_3,Delospermasutherlandii,1,NA,NA
1985,Top,December_2022,Control,TK_3,Helichrysumaureonitens,3,NA,NA
1985,Top,December_2022,Control,TK_4,Feliciafilifolia,16,Oenothera tetraptera,3
1985,Top,December_2022,Control,TK_4,Anthospermumherbaceum,3,Nidorella podocephala,10
1985,Top,December_2022,Control,TK_4,Hibiscusaethiopicus,14,NA,NA
1985,Top,December_2022,Control,TK_4,Salviarepens,10,NA,NA
1985,Top,December_2022,Control,TK_4,Geberapiloselloides,4,NA,NA
1985,Top,December_2022,Control,TK_4,Gazaniakrebsiana,50,NA,NA
1985,Top,December_2022,Control,TK_4,Lotononislaxa,7,NA,NA
1985,Top,December_2022,Control,TK_4,Ajugaophrydis,23,NA,NA
1985,Top,December_2022,Control,TK_4,Senecioinornatus,3,NA,NA
1985,Top,December_2022,Control,TK_4,Helichrysumodoratissimum,7,NA,NA
1985,Top,December_2022,Control,TK_4,Feliciamuricata,10,NA,NA
1985,Top,December_2022,Control,TK_4,Seneciocfscitus,6,NA,NA
1985,Top,December_2022,Control,TK_4,Hermanniacoccocarpa,4,NA,NA
1985,Top,December_2022,Control,TK_4,Helichrysumcymosum,11,NA,NA
1985,Top,December_2022,Control,TK_4,Helichrysumnudifolium,4,NA,NA
1985,Top,December_2022,Control,TK_4,Commelinaafricana,2,NA,NA
1985,Top,December_2022,Control,TK_4,Lotononislotononoides,2,NA,NA
1985,Top,December_2022,Control,TK_4,Carexzuluensis,1,NA,NA
1985,Top,December_2022,Control,TK_4,Unknown7,1,NA,NA
1985,Top,December_2022,Control,TK_4,Cyperusrupestris,5,NA,NA
1985,Top,December_2022,Control,TK_4,Diospyrosaustro-africana,1,NA,NA
1985,Top,December_2022,Control,TK_4,Cyperusesculentus,50,NA,NA
1985,Top,December_2022,Control,TK_4,Schizoglossumcfatropurpureum,1,NA,NA
1985,Top,December_2022,Control,TK_5,Helichrysumcymosum,31,Oenothera tetraptera,10
1985,Top,December_2022,Control,TK_5,Senecioinornatus,36,Nidorella podocephala,50
1985,Top,December_2022,Control,TK_5,Feliciafilifolia,2,Hypochaeris radicata,1
1985,Top,December_2022,Control,TK_5,Arctotisarctotoides,12,Taraxacum spp1,5
1985,Top,December_2022,Control,TK_5,Helichrysumnudifolium,5,NA,NA
1985,Top,December_2022,Control,TK_5,Feliciamuricata,50,NA,NA
1985,Top,December_2022,Control,TK_5,Commelinaafricana,7,NA,NA
1985,Top,December_2022,Control,TK_5,Hibiscusaethiopicus,10,NA,NA
1985,Top,December_2022,Control,TK_5,Pelargoniumalchemilloides,9,NA,NA
1985,Top,December_2022,Control,TK_5,Galiumsp,14,NA,NA
1985,Top,December_2022,Control,TK_5,Ajugaophrydis,12,NA,NA
1985,Top,December_2022,Control,TK_5,Carexzuluensis,2,NA,NA
1985,Top,December_2022,Control,TK_5,Helichrysumrugulosum,1,NA,NA
1985,Top,December_2022,Control,TK_5,Oxaliscorniculata,50,NA,NA
1985,Top,December_2022,Control,TK_5,Crassuladependens,5,NA,NA
1985,Top,December_2022,Control,TK_5,Schizoglossumcfatropurpureum,2,NA,NA
1985,Top,December_2022,Control,TK_5,Geberapiloselloides,1,NA,NA
1985,Top,December_2022,Control,TK_5,Berkheyadiscolor,10,NA,NA
1985,Top,December_2022,Control,TK_5,Hermanniacoccocarpa,2,NA,NA
1985,Top,December_2022,Control,TK_5,Anthospermumherbaceum,2,NA,NA
1985,Top,December_2022,Control,TK_5,Helichrysumodoratissimum,8,NA,NA
1985,Top,December_2022,Control,TK_5,Cyperusesculentus,50,NA,NA
1985,Top,December_2022,Control,TK_5,Cyperusrupestris,50,NA,NA
1985,Top,December_2022,Control,TK_5,Helichrysumaureonitens,5,NA,NA
1985,Top,December_2022,Control,TK_6,Ledebouriacooperi,1,NA,NA
1985,Top,December_2022,Control,TK_6,Senecioinornatus,27,NA,NA
1985,Top,December_2022,Control,TK_6,Feliciamuricata,50,NA,NA
1985,Top,December_2022,Control,TK_6,Ajugaophrydis,50,NA,NA
1985,Top,December_2022,Control,TK_6,Seneciomacrocephalus,2,NA,NA
1985,Top,December_2022,Control,TK_6,Arctotisarctotoides,7,NA,NA
1985,Top,December_2022,Control,TK_6,Helichrysumcymosum,6,NA,NA
1985,Top,December_2022,Control,TK_6,Gazaniakrebsiana,50,NA,NA
1985,Top,December_2022,Control,TK_6,Feliciafilifolia,2,NA,NA
1985,Top,December_2022,Control,TK_6,Berkheyadiscolor,5,NA,NA
1985,Top,December_2022,Control,TK_6,Hibiscusaethiopicus,10,NA,NA
1985,Top,December_2022,Control,TK_6,Helichrysumrugulosum,1,NA,NA
1985,Top,December_2022,Control,TK_6,Lotononislaxa,15,NA,NA
1985,Top,December_2022,Control,TK_6,Anthospermumherbaceum,3,NA,NA
1985,Top,December_2022,Control,TK_6,Delospermasutherlandii,1,NA,NA
1985,Top,December_2022,Control,TK_6,Polygalahottentota,1,NA,NA
1985,Top,December_2022,Control,TK_6,Helichrysumaureonitens,1,NA,NA
1985,Top,December_2022,Control,TK_6,Carexzuluensis,1,NA,NA
1730,Low,June_2023,Cleared,LC_1,Rubusludwigii,4,Taraxacum officinale,1
1730,Low,June_2023,Cleared,LC_1,NA,NA,Hypochaeris radicata,8
1730,Low,October_2023,Cleared,LC_1,Artemisiaafra,11,Hypochaeris radicata,14
1730,Low,October_2023,Cleared,LC_1,Cheilanthesquadripinnata,1,Taraxacum officinale,4
1730,Low,October_2023,Cleared,LC_1,Helichrysumodoratissimum,5,Lactuca serriola,11
1730,Low,October_2023,Cleared,LC_1,Cynoglossumhispidum,9,Trifolium repens,2
1730,Low,October_2023,Cleared,LC_1,Rubusludwigii,4,Verbena rigida,17
1730,Low,October_2023,Cleared,LC_1,Gomphocarpusfruticosus,2,Verbena bonariensis,2
1730,Low,October_2023,Cleared,LC_1,NA,NA,Prunus persica,3
1730,Low,October_2023,Cleared,LC_1,NA,NA,Cirsium vulgare,1
1730,Low,October_2023,Cleared,LC_1,NA,NA,Conyza sumatrensis,2
1730,Low,October_2023,Cleared,LC_1,NA,NA,Populus nigra,1
1730,Low,October_2023,Cleared,LC_1,NA,NA,Robinia pseudoacacia,1
1730,Low,October_2022,Cleared,LC_2,Helichryssumcooperi,1,Asparagus africanus,5
1730,Low,October_2022,Cleared,LC_2,Salviarepens,2,Conyza sumatrensis,10
1730,Low,October_2022,Cleared,LC_2,Helichrysumodoratissimum,8,Oenethera rosea,50
1730,Low,October_2022,Cleared,LC_2,Rorippanudiuscula,2,NA,NA
1730,Low,October_2022,Cleared,LC_2,Verbenabonariensis,6,NA,NA
1730,Low,October_2022,Cleared,LC_2,NA,NA,NA,NA
1730,Low,October_2022,Cleared,LC_2,NA,NA,NA,NA
1730,Low,October_2022,Cleared,LC_2,NA,NA,NA,NA
1730,Low,December_2022,Cleared,LC_2,Helichrysumcymosum,5,Oenothera rosea,50
1730,Low,December_2022,Cleared,LC_2,Helichrysumaureonitens,2,Oenothera stricta,5
1730,Low,December_2022,Cleared,LC_2,Ranunculusmultifidus,2,Oenothera tetraptera,3
1730,Low,December_2022,Cleared,LC_2,Bidensbipinnata,50,Nidorella podocephala,1
1730,Low,December_2022,Cleared,LC_2,Carexzuluensis,2,NA,NA
1730,Low,December_2022,Cleared,LC_2,Cyperusesculentus,50,NA,NA
1730,Low,December_2022,Cleared,LC_2,Senecioinornatus,16,NA,NA
1730,Low,December_2022,Cleared,LC_2,Helichrysumcooperi,2,NA,NA
1730,Low,December_2022,Cleared,LC_2,Arctotisarctotoides,1,NA,NA
1730,Low,December_2022,Cleared,LC_2,Unknown9,1,NA,NA
1730,Low,December_2022,Cleared,LC_2,Rhoicissuscftridentata,1,NA,NA
1730,Low,December_2022,Cleared,LC_2,Artemisiaafra,3,NA,NA
1730,Low,December_2022,Cleared,LC_2,Cinerarialyratiforms,1,NA,NA
1730,Low,December_2022,Cleared,LC_2,Helichrysumrugulosum,50,NA,NA
1730,Low,December_2022,Cleared,LC_2,Cinerariadieterlenii,2,NA,NA
1730,Low,December_2022,Cleared,LC_2,Asparagusafricanus,1,NA,NA
1730,Low,December_2022,Cleared,LC_2,Commelinaafricana,2,NA,NA
1730,Low,March_2023,Cleared,LC_2,Asparagusafricanus,1,Xanthiumspinosum,1
1730,Low,March_2023,Cleared,LC_2,Cyperusesculentus,50,Cirsiumvulgare,3
1730,Low,March_2023,Cleared,LC_2,Bulbostylis,1,Bidensbipinnata,9
1730,Low,March_2023,Cleared,LC_2,Senecioinornatus,2,Bidenspilosa,3
1730,Low,March_2023,Cleared,LC_2,Seneciofinelyserated,16,Hypochaerisradicata,2
1730,Low,March_2023,Cleared,LC_2,Ranunculusmultifidus,8,Oenotherarosea,50
1730,Low,March_2023,Cleared,LC_2,Stachyshyssopoides,2,Conyzasumatrensis,3
1730,Low,March_2023,Cleared,LC_2,Gomphocarpusfruticosus,2,Plantagolanceolata,1
1730,Low,March_2023,Cleared,LC_2,Searsiadentata,2,Verbenarigida,2
1730,Low,March_2023,Cleared,LC_2,Commelinaafricana,2,Taraxacumofficinale,1
1730,Low,March_2023,Cleared,LC_2,Helichrysumaureum,5,NA,NA
1730,Low,March_2023,Cleared,LC_2,Hibiscusaethiopicus,1,NA,NA
1730,Low,March_2023,Cleared,LC_2,Crassuladependens,1,NA,NA
1730,Low,March_2023,Cleared,LC_2,Arctotisarctotoides,2,NA,NA
1730,Low,March_2023,Cleared,LC_2,Seneciomacrocephalus,1,NA,NA
1730,Low,March_2023,Cleared,LC_2,Trifoliateserated,2,NA,NA
1730,Low,March_2023,Cleared,LC_2,Artemisiaafra,2,NA,NA
1730,Low,March_2023,Cleared,LC_2,Cynoglossumhispidum,1,NA,NA
1730,Low,March_2023,Cleared,LC_2,Helichrysumrugulosum,1,NA,NA
1730,Low,March_2023,Cleared,LC_2,Helichrysumnudifolium,1,NA,NA
1730,Low,June_2023,Cleared,LC_2,Gomphocarpusfruticosus,2,Hypochaeris radicata,50
1730,Low,June_2023,Cleared,LC_2,Artemisiaafra,3,Cirsium vulgare,10
1730,Low,June_2023,Cleared,LC_2,Ranunculusmultifidus,3,Conyza sumatrensis,2
1730,Low,June_2023,Cleared,LC_2,Cyperussp,50,Oenothera rosea,50
1730,Low,June_2023,Cleared,LC_2,Cinerariadieterlenii,1,Plantago lanceolata,1
1730,Low,June_2023,Cleared,LC_2,Cynoglossumhispidum,2,NA,NA
1730,Low,June_2023,Cleared,LC_2,Arctotisarctotoides,4,NA,NA
1730,Low,June_2023,Cleared,LC_2,Salviarepens,1,NA,NA
1730,Low,June_2023,Cleared,LC_2,Senecioinornatus,4,NA,NA
1730,Low,June_2023,Cleared,LC_2,Lotononislaxa,1,NA,NA
1730,Low,June_2023,Cleared,LC_2,Helichrysumcymosum,11,NA,NA
1730,Low,October_2023,Cleared,LC_2,Artemisiaafra,2,Cirsium vulgare,6
1730,Low,October_2023,Cleared,LC_2,Helichrysumcymosum,7,Lactuca serriola,20
1730,Low,October_2023,Cleared,LC_2,Arctotisarctotoides,18,Medicago polymorpha,1
1730,Low,October_2023,Cleared,LC_2,Ranunculusmultifidus,4,Oenothera rosea,50
1730,Low,October_2023,Cleared,LC_2,Helichrysumodoratissimum,7,Verbena bonariensis,50
1730,Low,October_2023,Cleared,LC_2,Salviarepens,50,Taraxacum officinale,1
1730,Low,October_2023,Cleared,LC_2,Carexzuluensis,50,NA,NA
1730,Low,October_2023,Cleared,LC_2,Anthospermumherbaceum,1,NA,NA
1730,Low,October_2022,Cleared,LC_3,Cinerariadieterlenii,9,Asparagus africanus,11
1730,Low,October_2022,Cleared,LC_3,Rhynchosiatotta,1,Cirsium vulgare,3
1730,Low,October_2022,Cleared,LC_3,Cynoglossumhispidum,3,Conyza sumatrensis,7
1730,Low,October_2022,Cleared,LC_3,NA,NA,Hypochaeris radicata,1
1730,Low,October_2022,Cleared,LC_3,Salviarepens,1,Nidorella podocephala,2
1730,Low,October_2022,Cleared,LC_3,Artemisiaafra,10,Oenothera rosea,50
1730,Low,October_2022,Cleared,LC_3,NA,NA,Plantago lanceolata,1
1730,Low,October_2022,Cleared,LC_3,NA,NA,Taraxacum officinale,1
1730,Low,March_2023,Uncleared,LU_1,Commelinaafricana,2,NA,NA
1730,Low,June_2023,Uncleared,LU_1,Artemisiaafra,1,Hypochaeris radicata,6
1730,Low,June_2023,Uncleared,LU_1,Asparagusasparagoides,2,Cirsium vulgare,1
1730,Low,June_2023,Uncleared,LU_1,Cynoglossumhispidum,2,Conyza sumatrensis,1
1730,Low,June_2023,Uncleared,LU_1,NA,NA,Trifolium repens,50
1730,Low,October_2023,Uncleared,LU_1,Cynoglossumhispidum,3,Hypochaeris radicata,13
1730,Low,October_2023,Uncleared,LU_1,Helichrysumrugulosum,4,Trifolium repens,50
1730,Low,October_2023,Uncleared,LU_1,Helichrysumodoratissimum,11,Cirsium vulgare,2
1730,Low,October_2023,Uncleared,LU_1,Gerberapiloselloides,4,Plantago lanceolata,1
1730,Low,October_2023,Uncleared,LU_1,NA,NA,Lactuca serriola,1
1730,Low,October_2023,Uncleared,LU_1,NA,NA,Verbena bonariensis,15
1730,Low,October_2023,Uncleared,LU_1,NA,NA,Oenothera rosea,1
1730,Low,October_2022,Uncleared,LU_2,NA,NA,Conyza sumatrensis,50
1730,Low,October_2022,Uncleared,LU_2,NA,NA,Equisetum hyemale,50
1730,Low,October_2022,Uncleared,LU_2,Asparagusafricanus,2,Oenethera rosea,50
1730,Low,October_2022,Uncleared,LU_2,Helichrysumodoratissimum,9,Robinia pseudoacacia,1
1730,Low,October_2022,Uncleared,LU_2,Rubusulmifolius,2,Taraxacum officinale,2
1730,Low,October_2022,Uncleared,LU_2,Salviarepens,8,Verbena bonariensis,50
1730,Low,December_2022,Uncleared,LU_2,Helichrysumcymosum,50,Conyza sumatrensis,50
1730,Low,December_2022,Uncleared,LU_2,Cinerariadieterlenii,3,Oenothera rosea,50
1730,Low,December_2022,Uncleared,LU_2,Senecioinornatus,3,Taraxacum officinale,6
1730,Low,December_2022,Uncleared,LU_2,Bidensbipinnata,50,Oenothera tetraptera,50
1730,Low,December_2022,Uncleared,LU_2,Cynoglossumhispidum,1,Nidorella podocephala,50
1730,Low,December_2022,Uncleared,LU_2,Artemisiaafra,3,Equisetum hyemale,6
1730,Low,December_2022,Uncleared,LU_2,Helichrysumaureonitens,4,NA,NA
1730,Low,March_2023,Uncleared,LU_2,Helichrysumcymosum,50,Nidorellapodocephala,50
1730,Low,March_2023,Uncleared,LU_2,Stachyshyssopoides,5,Oenotherarosea,50
1730,Low,March_2023,Uncleared,LU_2,Artemisiaafra,2,Plantagolanceolata,1
1730,Low,March_2023,Uncleared,LU_2,Cynoglossumhispidum,1,Conyzasumatrensis,13
1730,Low,March_2023,Uncleared,LU_2,Seneciofinelyserated,6,Tagetesminuta,50
1730,Low,March_2023,Uncleared,LU_2,Cyperusesculentus,4,Taraxacumofficinale,1
1730,Low,March_2023,Uncleared,LU_2,Berkheyadiscolor,1,Conyzasumatrensis,2
1730,Low,March_2023,Uncleared,LU_2,Mariscuscongestus,1,NA,NA
1730,Low,June_2023,Uncleared,LU_2,Rubusludwigii,6,Taraxacum officinale,50
1730,Low,June_2023,Uncleared,LU_2,Helichrysumcymosum,1,Hypochaeris radicata,50
1730,Low,June_2023,Uncleared,LU_2,NA,NA,Nidorella podocephala,50
1730,Low,June_2023,Uncleared,LU_2,NA,NA,Plantago lanceolata,50
1730,Low,October_2023,Uncleared,LU_2,Helichrysumcymosum,7,Plantago lanceolata,50
1730,Low,October_2023,Uncleared,LU_2,Salviarepens,50,Oenothera rosea,50
1730,Low,October_2023,Uncleared,LU_2,Helichrysumodoratissimum,3,Taraxacum officinale,2
1730,Low,October_2023,Uncleared,LU_2,Feliciamuricata,1,Verbena bonariensis,50
1730,Low,October_2023,Uncleared,LU_2,NA,NA,Equisetum hyemale,50
1842,Middle,December_2022,Cleared,MC_1,Arctotisarctotoides,8,Oenothera rosea,29
1842,Middle,December_2022,Cleared,MC_1,Salviarepens,10,Conyza sumatrensis,2
1842,Middle,December_2022,Cleared,MC_1,Cynoglossumhispidum,6,Cirsium vulgare,1
1842,Middle,December_2022,Cleared,MC_1,Zantedeschiaalbomaculata,2,Oxalis corniculata,2
1842,Middle,December_2022,Cleared,MC_1,Commelinaafricana,7,Tagetes minuta,14
1842,Middle,December_2022,Cleared,MC_1,Seneciomacrocephalus,1,NA,NA
1842,Middle,December_2022,Cleared,MC_1,Helichrysumcymosum,4,NA,NA
1842,Middle,December_2022,Cleared,MC_1,Helichrysumodoratissimum,1,NA,NA
1842,Middle,December_2022,Cleared,MC_1,Myrsineafricana,1,NA,NA
1842,Middle,December_2022,Cleared,MC_1,Senecioisatideus,2,NA,NA
1842,Middle,December_2022,Cleared,MC_1,Helichrysumnudifolium,2,NA,NA
1842,Middle,December_2022,Cleared,MC_1,Cheilantheseckloniana,1,NA,NA
1842,Middle,December_2022,Cleared,MC_1,Papaveraculeatum,2,NA,NA
1842,Middle,December_2022,Cleared,MC_1,Searsiadentata,1,NA,NA
1842,Middle,December_2022,Cleared,MC_2,Senecioisatideus,50,Oxalis corniculata,50
1842,Middle,December_2022,Cleared,MC_2,Cyperusesculentus,50,Nidorella podocephala,50
1842,Middle,December_2022,Cleared,MC_2,Helichrysumaureonitens,22,Verbena bonariensis,40
1842,Middle,December_2022,Cleared,MC_2,Papaveraculeatum,15,Plantago lanceolata,27
1842,Middle,December_2022,Cleared,MC_2,Amaranthushybridus,15,Cirsium vulgare,1
1842,Middle,December_2022,Cleared,MC_2,Helichrysumrugulosum,1,Oenothera tetraptera,2
1842,Middle,December_2022,Cleared,MC_2,Zantedeschiaalbomaculata,1,Taraxacum erythrospermum,1
1842,Middle,December_2022,Cleared,MC_2,Carexzuluensis,2,Oenothera rosea,14
1842,Middle,December_2022,Cleared,MC_2,Papaveraculeatum,1,Tagetes minuta,13
1842,Middle,December_2022,Cleared,MC_2,Helichrysumodoratissimum,1,Trifolium repens,2
1842,Middle,December_2022,Cleared,MC_2,Seneciomacrocephalus,3,Conyza sumatrensis,12
1842,Middle,December_2022,Cleared,MC_2,Stachyshyssopoides,5,Hypochaeris radicata,1
1842,Middle,December_2022,Cleared,MC_2,Salviarepens,2,Taraxacum spp2,2
1842,Middle,December_2022,Cleared,MC_2,Pelargoniumalchemilloides,5,NA,NA
1842,Middle,December_2022,Cleared,MC_2,Cinerariadieterlenii,1,NA,NA
1842,Middle,December_2022,Cleared,MC_2,Cynoglossumhispidum,1,NA,NA
1842,Middle,December_2022,Cleared,MC_2,Senecioinornatus,1,NA,NA
1842,Middle,December_2022,Cleared,MC_2,Searsiadentata,1,NA,NA
1842,Middle,December_2022,Cleared,MC_2,Myrsineafricana,12,NA,NA
1842,Middle,December_2022,Cleared,MC_2,NA,NA,NA,NA
1842,Middle,December_2022,Cleared,MC_3,Salviarepens,50,Oxalis corniculata,50
1842,Middle,December_2022,Cleared,MC_3,Myrsineafricana,50,Hypochaeris radicata,1
1842,Middle,December_2022,Cleared,MC_3,Zantedeschiaalbomaculata,3,Conyza sumatrensis,4
1842,Middle,December_2022,Cleared,MC_3,Helichrysumcymosum,2,Cirsium vulgare,5
1842,Middle,December_2022,Cleared,MC_3,Searsiadentata,10,Plantago lanceolata,50
1842,Middle,December_2022,Cleared,MC_3,Berkheyadiscolor,2,Tagetes minuta,50
1842,Middle,December_2022,Cleared,MC_3,Senecioisatideus,28,NA,NA
1842,Middle,December_2022,Cleared,MC_3,Helichrysumodoratissimum,3,NA,NA
1842,Middle,December_2022,Cleared,MC_3,Helichrysumsplendidum,1,NA,NA
1842,Middle,December_2022,Cleared,MC_3,Asparagusasparagoides,2,NA,NA
1842,Middle,December_2022,Cleared,MC_3,Cynoglossumhispidum,4,NA,NA
1842,Middle,December_2022,Cleared,MC_3,Bulbostylissp,50,NA,NA
1842,Middle,December_2022,Cleared,MC_3,Diospyrosrubriflora,3,NA,NA
1842,Middle,December_2022,Cleared,MC_3,Helichrysumaureonitens,3,NA,NA
1842,Middle,December_2022,Cleared,MC_3,Asparagusafricanus,3,NA,NA
1842,Middle,December_2022,Cleared,MC_3,Carexzuluensis,50,NA,NA
1842,Middle,December_2022,Cleared,MC_3,Cyperusesculentus,50,NA,NA
1842,Middle,December_2022,Cleared,MC_3,Myrsineafricana,2,NA,NA
1842,Middle,December_2022,Cleared,MC_3,Cynoglossumhispidum,1,NA,NA
1842,Middle,December_2022,Cleared,MC_4,Diospyrosrubriflora,50,Tagetes minuta,50
1842,Middle,December_2022,Cleared,MC_4,Helichrysumaureonitens,4,Oxalis corniculata,50
1842,Middle,December_2022,Cleared,MC_4,Calpurniasericea,6,Cirsium vulgare,6
1842,Middle,December_2022,Cleared,MC_4,Zantedeschiaalbomaculata,1,Nidorella podocephala,10
1842,Middle,December_2022,Cleared,MC_4,Amaranthushybridus,1,Conyza sumatrensis,7
1842,Middle,December_2022,Cleared,MC_4,Salviarepens,4,Taraxacum erythrospermum,4
1842,Middle,December_2022,Cleared,MC_4,Myrsineafricana,3,Plantago lanceolata,5
1842,Middle,December_2022,Cleared,MC_4,Asparagusasparagoides,50,Trifolium repens,50
1842,Middle,December_2022,Cleared,MC_4,Cynoglossumhispidum,8,NA,NA
1842,Middle,December_2022,Cleared,MC_4,Searsiadentata,10,NA,NA
1842,Middle,December_2022,Cleared,MC_4,Commelinaafricana,6,NA,NA
1842,Middle,December_2022,Cleared,MC_4,Searsiadiscolor,1,NA,NA
1842,Middle,December_2022,Cleared,MC_4,Stachyshyssopoides,1,NA,NA
1842,Middle,December_2022,Cleared,MC_5,Helichrysumcymosum,6,Cirsium vulgare,3
1842,Middle,December_2022,Cleared,MC_5,Salviarepens,50,Nidorella podocephala,50
1842,Middle,December_2022,Cleared,MC_5,Arctotisarctotoides,50,Conyza sumatrensis,20
1842,Middle,December_2022,Cleared,MC_5,Helichrysumnudifolium,50,Oenothera rosea,4
1842,Middle,December_2022,Cleared,MC_5,Hibiscusaethiopicus,50,Oenothera tetraptera,1
1842,Middle,December_2022,Cleared,MC_5,Commelinaafricana,8,Hypochaeris radicata,9
1842,Middle,December_2022,Cleared,MC_5,Seneciomacrocephalus,5,Oxalis corniculata,50
1842,Middle,December_2022,Cleared,MC_5,Cynoglossumhispidum,17,NA,NA
1842,Middle,December_2022,Cleared,MC_5,Gomphocarpusfruiticosus,1,NA,NA
1842,Middle,December_2022,Cleared,MC_5,Helichrysumsplendidum,9,NA,NA
1842,Middle,December_2022,Cleared,MC_5,Diospyrosrubriflora,7,NA,NA
1842,Middle,December_2022,Cleared,MC_5,Searsiadentata,4,NA,NA
1842,Middle,December_2022,Cleared,MC_5,Cynoglossumhispidum,2,NA,NA
1842,Middle,December_2022,Cleared,MC_6,Senecioisatideus,50,Oenothera rosea,3
1842,Middle,December_2022,Cleared,MC_6,Salviarepens,50,Oenothera tetraptera,2
1842,Middle,December_2022,Cleared,MC_6,Ledebouriacooperi,1,NA,NA
1842,Middle,December_2022,Cleared,MC_6,Senecioinornatus,20,NA,NA
1842,Middle,December_2022,Cleared,MC_6,Hibiscusaethiopicus,15,NA,NA
1842,Middle,December_2022,Cleared,MC_6,Commelinaafricana,8,NA,NA
1842,Middle,December_2022,Cleared,MC_6,Searsiadentata,3,NA,NA
1842,Middle,December_2022,Cleared,MC_6,Diospyrosrubriflora,5,NA,NA
1842,Middle,December_2022,Cleared,MC_6,Lotononislotononoides,2,NA,NA
1842,Middle,December_2022,Cleared,MC_6,Pelargoniumalchemilloides,3,NA,NA
1842,Middle,December_2022,Cleared,MC_6,Helichrysumcymosum,2,NA,NA
1842,Middle,December_2022,Cleared,MC_6,Cyperusesculentus,50,NA,NA
1842,Middle,December_2022,Uncleared,MU_1,Salviarepens,8,NA,NA
