site,treatment,datetime,temperature_c,light_lux
Low,Uninvaded,2022-12-09T15:05:55Z,28.8262890625,3411.2
Low,Uninvaded,2022-12-09T16:05:55Z,25.48005859375,8519.68
Low,Uninvaded,2022-12-09T17:05:55Z,22.39123046875,4322.56
Low,Uninvaded,2022-12-09T18:05:55Z,18.78759765625,1282.56
Low,Uninvaded,2022-12-09T19:05:55Z,16.1277734375,54.46
Low,Uninvaded,2022-12-09T20:05:55Z,14.4117578125,0
Low,Uninvaded,2022-12-09T21:05:55Z,15.141064453125,0
Low,Uninvaded,2022-12-09T22:05:55Z,12.1809375,0
Low,Uninvaded,2022-12-09T23:05:55Z,10.89392578125,0
Low,Uninvaded,2022-12-10T00:05:55Z,10.422021484375,0
Low,Uninvaded,2022-12-10T01:05:55Z,9.52111328125,0
Low,Uninvaded,2022-12-10T02:05:55Z,12.1809375,0
Low,Uninvaded,2022-12-10T03:05:55Z,12.60994140625,0
Low,Uninvaded,2022-12-10T04:05:55Z,13.596650390625,0
Low,Uninvaded,2022-12-10T05:05:55Z,13.7253515625,184.88
Low,Uninvaded,2022-12-10T06:05:55Z,14.712060546875,1137.92
Low,Uninvaded,2022-12-10T07:05:55Z,16.89998046875,4474.88
Low,Uninvaded,2022-12-10T08:05:55Z,24.664951171875,19169.28
Low,Uninvaded,2022-12-10T09:05:55Z,31.614814453125,29849.6
Low,Uninvaded,2022-12-10T10:05:55Z,52.76470703125,73154.56
Low,Uninvaded,2022-12-10T11:05:55Z,62.588896484375,109076.48
Low,Uninvaded,2022-12-10T12:05:55Z,36.162255859375,34273.28
Low,Uninvaded,2022-12-10T13:05:55Z,64.09041015625,108503.04
Low,Uninvaded,2022-12-10T14:05:55Z,39.20818359375,28446.72
Low,Uninvaded,2022-12-10T15:05:55Z,34.23173828125,22988.8
Low,Uninvaded,2022-12-10T16:05:55Z,33.2879296875,18232.32
Low,Uninvaded,2022-12-10T17:05:55Z,24.064345703125,9152
Low,Uninvaded,2022-12-10T18:05:55Z,20.289111328125,3307.52
Low,Uninvaded,2022-12-10T19:05:55Z,18.1869921875,23.41
Low,Uninvaded,2022-12-10T20:05:55Z,16.513876953125,0
Low,Uninvaded,2022-12-10T21:05:55Z,15.0981640625,0
Low,Uninvaded,2022-12-10T22:05:55Z,14.583359375,0
Low,Uninvaded,2022-12-10T23:05:55Z,12.996044921875,0
Low,Uninvaded,2022-12-11T00:05:55Z,13.253447265625,0
Low,Uninvaded,2022-12-11T01:05:55Z,13.12474609375,0
Low,Uninvaded,2022-12-11T02:05:55Z,13.0389453125,0
Low,Uninvaded,2022-12-11T03:05:55Z,12.824443359375,0
Low,Uninvaded,2022-12-11T04:05:55Z,12.910244140625,0
Low,Uninvaded,2022-12-11T05:05:55Z,12.738642578125,461.6
Low,Uninvaded,2022-12-11T06:05:55Z,14.712060546875,5621.76
Low,Uninvaded,2022-12-11T07:05:55Z,18.573095703125,13096.96
Low,Uninvaded,2022-12-11T08:05:55Z,21.318720703125,20505.6
Low,Uninvaded,2022-12-11T09:05:55Z,33.759833984375,36341.76
Low,Uninvaded,2022-12-11T10:05:55Z,25.522958984375,14853.12
Low,Uninvaded,2022-12-11T11:05:55Z,30.45650390625,28313.6
Low,Uninvaded,2022-12-11T12:05:55Z,46.286748046875,37867.52
Low,Uninvaded,2022-12-11T13:05:55Z,38.307275390625,36945.92
Low,Uninvaded,2022-12-11T14:05:55Z,37.49216796875,32552.96
Low,Uninvaded,2022-12-11T15:05:55Z,32.2583203125,16691.2
Low,Uninvaded,2022-12-11T16:05:55Z,16.55677734375,1008.64
Low,Uninvaded,2022-12-11T17:05:55Z,13.682451171875,958.08
Low,Uninvaded,2022-12-11T18:05:55Z,14.111455078125,1316.48
Low,Uninvaded,2022-12-11T19:05:55Z,13.63955078125,46.12
Low,Uninvaded,2022-12-11T20:05:55Z,12.910244140625,0
Low,Uninvaded,2022-12-11T21:05:55Z,12.86734375,0
Low,Uninvaded,2022-12-11T22:05:55Z,13.55375,0
Low,Uninvaded,2022-12-11T23:05:55Z,14.0685546875,0
Low,Uninvaded,2022-12-12T00:05:55Z,14.283056640625,0
Low,Uninvaded,2022-12-12T01:05:55Z,13.896953125,0
Low,Uninvaded,2022-12-12T02:05:55Z,14.025654296875,0
Low,Uninvaded,2022-12-12T03:05:55Z,14.15435546875,0
Low,Uninvaded,2022-12-12T04:05:55Z,14.025654296875,0
Low,Uninvaded,2022-12-12T05:05:55Z,13.98275390625,172.56
Low,Uninvaded,2022-12-12T06:05:55Z,16.170673828125,5509.12
Low,Uninvaded,2022-12-12T07:05:55Z,17.75798828125,7242.24
Low,Uninvaded,2022-12-12T08:05:55Z,17.972490234375,6433.28
Low,Uninvaded,2022-12-12T09:05:55Z,16.89998046875,5885.44
Low,Uninvaded,2022-12-12T10:05:55Z,17.972490234375,4430.08
Low,Uninvaded,2022-12-12T11:05:55Z,23.24923828125,23910.4
Low,Uninvaded,2022-12-12T12:05:55Z,19.345302734375,12544
Low,Uninvaded,2022-12-12T13:05:55Z,28.783388671875,32645.12
Low,Uninvaded,2022-12-12T14:05:55Z,24.836552734375,22272
Low,Uninvaded,2022-12-12T15:05:55Z,19.73140625,9233.92
Low,Uninvaded,2022-12-12T16:05:55Z,17.972490234375,5337.6
Low,Uninvaded,2022-12-12T17:05:55Z,13.7253515625,1530.24
Low,Uninvaded,2022-12-12T18:05:55Z,14.197255859375,1612.8
Low,Uninvaded,2022-12-12T19:05:55Z,13.63955078125,32.19
Low,Uninvaded,2022-12-12T20:05:55Z,13.210546875,0
Low,Uninvaded,2022-12-12T21:05:55Z,13.3821484375,0
Low,Uninvaded,2022-12-12T22:05:55Z,13.939853515625,0
Low,Uninvaded,2022-12-12T23:05:55Z,14.0685546875,0
Low,Uninvaded,2022-12-13T00:05:55Z,14.32595703125,0
Low,Uninvaded,2022-12-13T01:05:55Z,14.4117578125,0
Low,Uninvaded,2022-12-13T02:05:55Z,14.32595703125,0
Low,Uninvaded,2022-12-13T03:05:55Z,14.111455078125,0
Low,Uninvaded,2022-12-13T04:05:55Z,13.98275390625,0
Low,Uninvaded,2022-12-13T05:05:55Z,14.15435546875,99.28
Low,Uninvaded,2022-12-13T06:05:55Z,15.055263671875,1834.88
Low,Uninvaded,2022-12-13T07:05:55Z,16.599677734375,5192.96
Low,Uninvaded,2022-12-13T08:05:55Z,19.388203125,15395.84
Low,Uninvaded,2022-12-13T09:05:55Z,18.44439453125,11822.08
Low,Uninvaded,2022-12-13T10:05:55Z,20.33201171875,11212.8
Low,Uninvaded,2022-12-13T11:05:55Z,20.5894140625,8471.04
Low,Uninvaded,2022-12-13T12:05:55Z,25.780361328125,33105.92
Low,Uninvaded,2022-12-13T13:05:55Z,20.33201171875,12339.2
Low,Uninvaded,2022-12-13T14:05:55Z,19.9030078125,7311.36
Low,Uninvaded,2022-12-13T15:05:55Z,21.833525390625,24801.28
Low,Uninvaded,2022-12-13T16:05:55Z,24.064345703125,18723.84
Low,Uninvaded,2022-12-13T17:05:55Z,20.117509765625,9172.48
Low,Uninvaded,2022-12-13T18:05:55Z,17.07158203125,2093.44
Low,Uninvaded,2022-12-13T19:05:55Z,15.87037109375,11.27
Low,Uninvaded,2022-12-13T20:05:55Z,15.141064453125,0
Low,Uninvaded,2022-12-13T21:05:55Z,15.055263671875,0
Low,Uninvaded,2022-12-13T22:05:55Z,14.626259765625,0
Low,Uninvaded,2022-12-13T23:05:55Z,15.055263671875,0
Low,Uninvaded,2022-12-14T00:05:55Z,14.797861328125,0
Low,Uninvaded,2022-12-14T01:05:55Z,12.60994140625,0
Low,Uninvaded,2022-12-14T02:05:55Z,12.1809375,0
Low,Uninvaded,2022-12-14T03:05:55Z,12.09513671875,0
Low,Uninvaded,2022-12-14T04:05:55Z,12.052236328125,0
Low,Uninvaded,2022-12-14T05:05:55Z,11.92353515625,259.28
Low,Uninvaded,2022-12-14T06:05:55Z,15.913271484375,16512
Low,Uninvaded,2022-12-14T07:05:55Z,34.23173828125,50688
Low,Uninvaded,2022-12-14T08:05:55Z,46.029345703125,84992
Low,Uninvaded,2022-12-14T09:05:55Z,52.807607421875,87859.2
Low,Uninvaded,2022-12-14T10:05:55Z,58.77076171875,102768.64
Low,Uninvaded,2022-12-14T11:05:55Z,70.09646484375,125501.44
Low,Uninvaded,2022-12-14T12:05:55Z,63.275302734375,120750.08
Low,Uninvaded,2022-12-14T13:05:55Z,55.295830078125,52838.4
Low,Uninvaded,2022-12-14T14:05:55Z,35.43294921875,31313.92
Low,Uninvaded,2022-12-14T15:05:55Z,30.62810546875,22804.48
Low,Uninvaded,2022-12-14T16:05:55Z,23.549541015625,5207.04
Low,Uninvaded,2022-12-14T17:05:55Z,19.47400390625,3596.8
Low,Uninvaded,2022-12-14T18:05:55Z,18.701796875,3736.32
Low,Uninvaded,2022-12-14T19:05:55Z,15.570068359375,90.72
Low,Uninvaded,2022-12-14T20:05:55Z,12.996044921875,0
Low,Uninvaded,2022-12-14T21:05:55Z,11.623232421875,0
Low,Uninvaded,2022-12-14T22:05:55Z,10.851025390625,0
Low,Uninvaded,2022-12-14T23:05:55Z,11.280029296875,0
Low,Uninvaded,2022-12-15T00:05:55Z,13.253447265625,0
Low,Uninvaded,2022-12-15T01:05:55Z,12.309638671875,0
Low,Uninvaded,2022-12-15T02:05:55Z,10.765224609375,0
Low,Uninvaded,2022-12-15T03:05:55Z,9.69271484375,0
Low,Uninvaded,2022-12-15T04:05:55Z,9.220810546875,0
Low,Uninvaded,2022-12-15T05:05:55Z,8.2341015625,595.84
Low,Uninvaded,2022-12-15T06:05:55Z,16.084873046875,10792.96
Low,Uninvaded,2022-12-15T07:05:55Z,34.274638671875,51118.08
Low,Uninvaded,2022-12-15T08:05:55Z,51.434794921875,68648.96
Low,Uninvaded,2022-12-15T09:05:55Z,59.3713671875,92078.08
Low,Uninvaded,2022-12-15T10:05:55Z,66.49283203125,106373.12
Low,Uninvaded,2022-12-15T11:05:55Z,52.550205078125,39823.36
Low,Uninvaded,2022-12-15T12:05:55Z,52.378603515625,75878.4
Low,Uninvaded,2022-12-15T13:05:55Z,52.335703125,83374.08
Low,Uninvaded,2022-12-15T14:05:55Z,37.234765625,30208
Low,Uninvaded,2022-12-15T15:05:55Z,32.387021484375,23582.72
Low,Uninvaded,2022-12-15T16:05:55Z,29.5126953125,16000
Low,Uninvaded,2022-12-15T17:05:55Z,22.9918359375,4519.68
Low,Uninvaded,2022-12-15T18:05:55Z,19.688505859375,4363.52
Low,Uninvaded,2022-12-15T19:05:55Z,14.9265625,175.36
Low,Uninvaded,2022-12-15T20:05:55Z,16.857080078125,0
Low,Uninvaded,2022-12-15T21:05:55Z,14.712060546875,0
Low,Uninvaded,2022-12-15T22:05:55Z,11.6661328125,0
Low,Uninvaded,2022-12-15T23:05:55Z,10.250419921875,0
Low,Uninvaded,2022-12-16T00:05:55Z,11.880634765625,0
Low,Uninvaded,2022-12-16T01:05:55Z,12.652841796875,0
Low,Uninvaded,2022-12-16T02:05:55Z,12.6957421875,0
Low,Uninvaded,2022-12-16T03:05:55Z,12.138037109375,0
Low,Uninvaded,2022-12-16T04:05:55Z,13.253447265625,0
Low,Uninvaded,2022-12-16T05:05:55Z,11.837734375,576.64
Low,Uninvaded,2022-12-16T06:05:55Z,16.21357421875,5199.36
Low,Uninvaded,2022-12-16T07:05:55Z,29.1694921875,44974.08
Low,Uninvaded,2022-12-16T08:05:55Z,24.836552734375,13783.04
Low,Uninvaded,2022-12-16T09:05:55Z,36.248056640625,50196.48
Low,Uninvaded,2022-12-16T10:05:55Z,51.1344921875,88473.6
Low,Uninvaded,2022-12-16T11:05:55Z,59.242666015625,106414.08
Low,Uninvaded,2022-12-16T12:05:55Z,33.245029296875,11765.76
Low,Uninvaded,2022-12-16T13:05:55Z,29.34109375,8601.6
Low,Uninvaded,2022-12-16T14:05:55Z,22.176728515625,18841.6
Low,Uninvaded,2022-12-16T15:05:55Z,28.182783203125,27904
Low,Uninvaded,2022-12-16T16:05:55Z,22.434130859375,3811.84
Low,Uninvaded,2022-12-16T17:05:55Z,14.583359375,2188.8
Low,Uninvaded,2022-12-16T18:05:55Z,14.4117578125,1096.96
Low,Uninvaded,2022-12-16T19:05:55Z,14.0685546875,53.98
Low,Uninvaded,2022-12-16T20:05:55Z,13.55375,0
Low,Uninvaded,2022-12-16T21:05:55Z,13.510849609375,0
Low,Uninvaded,2022-12-16T22:05:55Z,12.26673828125,0
Low,Uninvaded,2022-12-16T23:05:55Z,12.052236328125,0
Low,Uninvaded,2022-12-17T00:05:55Z,11.794833984375,0
Low,Uninvaded,2022-12-17T01:05:55Z,12.052236328125,0
Low,Uninvaded,2022-12-17T02:05:55Z,13.55375,0
Low,Uninvaded,2022-12-17T03:05:55Z,12.6957421875,0
Low,Uninvaded,2022-12-17T04:05:55Z,12.1809375,0
Low,Uninvaded,2022-12-17T05:05:55Z,11.966435546875,234.8
Low,Uninvaded,2022-12-17T06:05:55Z,13.55375,3947.52
Low,Uninvaded,2022-12-17T07:05:55Z,22.948935546875,18370.56
Low,Uninvaded,2022-12-17T08:05:55Z,42.768916015625,80506.88
Low,Uninvaded,2022-12-17T09:05:55Z,56.153837890625,90562.56
Low,Uninvaded,2022-12-17T10:05:55Z,62.760498046875,104407.04
Low,Uninvaded,2022-12-17T11:05:55Z,68.594951171875,114974.72
Low,Uninvaded,2022-12-17T12:05:55Z,60.91578125,118169.6
Low,Uninvaded,2022-12-17T13:05:55Z,64.09041015625,114647.04
Low,Uninvaded,2022-12-17T14:05:55Z,22.73443359375,4825.6
Low,Uninvaded,2022-12-17T15:05:55Z,20.889716796875,4266.24
Low,Uninvaded,2022-12-17T16:05:55Z,20.031708984375,4776.96
Low,Uninvaded,2022-12-17T17:05:55Z,24.53625,9246.72
Low,Uninvaded,2022-12-17T18:05:55Z,21.404521484375,7068.16
Low,Uninvaded,2022-12-17T19:05:55Z,13.854052734375,25.64
Low,Uninvaded,2022-12-17T20:05:55Z,12.910244140625,0
Low,Uninvaded,2022-12-17T21:05:55Z,12.223837890625,0
Low,Uninvaded,2022-12-17T22:05:55Z,12.60994140625,0
Low,Uninvaded,2022-12-17T23:05:55Z,12.567041015625,0
Low,Uninvaded,2022-12-18T00:05:55Z,12.3525390625,0
Low,Uninvaded,2022-12-18T01:05:55Z,12.43833984375,0
Low,Uninvaded,2022-12-18T02:05:55Z,12.0093359375,0
Low,Uninvaded,2022-12-18T03:05:55Z,11.40873046875,0
Low,Uninvaded,2022-12-18T04:05:55Z,10.078818359375,0
Low,Uninvaded,2022-12-18T05:05:55Z,8.877607421875,575.84
Low,Uninvaded,2022-12-18T06:05:55Z,16.8141796875,19486.72
Low,Uninvaded,2022-12-18T07:05:55Z,34.789443359375,51036.16
Low,Uninvaded,2022-12-18T08:05:55Z,46.544150390625,80506.88
Low,Uninvaded,2022-12-18T09:05:55Z,53.45111328125,20044.8
Low,Uninvaded,2022-12-18T10:05:55Z,40.623896484375,26705.92
Low,Uninvaded,2022-12-18T11:05:55Z,52.807607421875,29634.56
Low,Uninvaded,2022-12-18T12:05:55Z,30.5423046875,20771.84
Low,Uninvaded,2022-12-18T13:05:55Z,40.538095703125,28252.16
Low,Uninvaded,2022-12-18T14:05:55Z,34.23173828125,23756.8
Low,Uninvaded,2022-12-18T15:05:55Z,34.617841796875,26009.6
Low,Uninvaded,2022-12-18T16:05:55Z,24.150146484375,9108.48
Low,Uninvaded,2022-12-18T17:05:55Z,22.691533203125,7951.36
Low,Uninvaded,2022-12-18T18:05:55Z,19.64560546875,3063.04
Low,Uninvaded,2022-12-18T19:05:55Z,17.328984375,76.74
Low,Uninvaded,2022-12-18T20:05:55Z,16.342275390625,0
Low,Uninvaded,2022-12-18T21:05:55Z,14.24015625,0
Low,Uninvaded,2022-12-18T22:05:55Z,12.738642578125,0
Low,Uninvaded,2022-12-18T23:05:55Z,12.567041015625,0
Low,Uninvaded,2022-12-19T00:05:55Z,12.481240234375,0
Low,Uninvaded,2022-12-19T01:05:55Z,11.880634765625,0
Low,Uninvaded,2022-12-19T02:05:55Z,10.464921875,0
Low,Uninvaded,2022-12-19T03:05:55Z,9.907216796875,0
Low,Uninvaded,2022-12-19T04:05:55Z,9.821416015625,0
Low,Uninvaded,2022-12-19T05:05:55Z,12.3525390625,472.8
Low,Uninvaded,2022-12-19T06:05:55Z,17.371884765625,14208
Low,Uninvaded,2022-12-19T07:05:55Z,22.434130859375,18447.36
Low,Uninvaded,2022-12-19T08:05:55Z,36.934462890625,26019.84
Low,Uninvaded,2022-12-19T09:05:55Z,52.67890625,93880.32
Low,Uninvaded,2022-12-19T10:05:55Z,54.738125,55726.08
Low,Uninvaded,2022-12-19T11:05:55Z,66.020927734375,121200.64
Low,Uninvaded,2022-12-19T12:05:55Z,54.523623046875,30443.52
Low,Uninvaded,2022-12-19T13:05:55Z,54.30912109375,115261.44
Low,Uninvaded,2022-12-19T14:05:55Z,29.42689453125,17592.32
Low,Uninvaded,2022-12-19T15:05:55Z,31.185810546875,15247.36
Low,Uninvaded,2022-12-19T16:05:55Z,24.836552734375,15851.52
Low,Uninvaded,2022-12-19T17:05:55Z,20.33201171875,5150.72
Low,Uninvaded,2022-12-19T18:05:55Z,17.24318359375,1283.52
Low,Uninvaded,2022-12-19T19:05:55Z,16.8141796875,175.36
Low,Uninvaded,2022-12-19T20:05:55Z,13.253447265625,0
Low,Uninvaded,2022-12-19T21:05:55Z,13.081845703125,0
Low,Uninvaded,2022-12-19T22:05:55Z,11.108427734375,0
Low,Uninvaded,2022-12-19T23:05:55Z,11.365830078125,0
Low,Uninvaded,2022-12-20T00:05:55Z,12.60994140625,0
Low,Uninvaded,2022-12-20T01:05:55Z,11.92353515625,0
Low,Uninvaded,2022-12-20T02:05:55Z,11.23712890625,0
Low,Uninvaded,2022-12-20T03:05:55Z,9.52111328125,0
Low,Uninvaded,2022-12-20T04:05:55Z,7.933798828125,0
Low,Uninvaded,2022-12-20T05:05:55Z,8.36280273437499,572.32
Low,Uninvaded,2022-12-20T06:05:55Z,17.1573828125,20403.2
Low,Uninvaded,2022-12-20T07:05:55Z,39.765888671875,52613.12
Low,Uninvaded,2022-12-20T08:05:55Z,53.5369140625,77905.92
Low,Uninvaded,2022-12-20T09:05:55Z,61.6021875,103546.88
Low,Uninvaded,2022-12-20T10:05:55Z,73.7858984375,112107.52
Low,Uninvaded,2022-12-20T11:05:55Z,58.985263671875,35553.28
Low,Uninvaded,2022-12-20T12:05:55Z,71.426376953125,131153.92
Low,Uninvaded,2022-12-20T13:05:55Z,67.2650390625,131604.48
Low,Uninvaded,2022-12-20T14:05:55Z,36.97736328125,23408.64
Low,Uninvaded,2022-12-20T15:05:55Z,27.1102734375,13527.04
Low,Uninvaded,2022-12-20T16:05:55Z,21.404521484375,4582.4
Low,Uninvaded,2022-12-20T17:05:55Z,20.031708984375,3951.36
Low,Uninvaded,2022-12-20T18:05:55Z,19.2166015625,3499.52
Low,Uninvaded,2022-12-20T19:05:55Z,17.07158203125,256.88
Low,Uninvaded,2022-12-20T20:05:55Z,14.883662109375,0
Low,Uninvaded,2022-12-20T21:05:55Z,14.111455078125,0
Low,Uninvaded,2022-12-20T22:05:55Z,13.12474609375,0
Low,Uninvaded,2022-12-20T23:05:55Z,11.3229296875,0
Low,Uninvaded,2022-12-21T00:05:55Z,10.72232421875,0
Low,Uninvaded,2022-12-21T01:05:55Z,10.679423828125,0
Low,Uninvaded,2022-12-21T02:05:55Z,10.2933203125,0
Low,Uninvaded,2022-12-21T03:05:55Z,9.993017578125,0
Low,Uninvaded,2022-12-21T04:05:55Z,9.43531249999999,0
Low,Uninvaded,2022-12-21T05:05:55Z,9.049208984375,530.72
Low,Uninvaded,2022-12-21T06:05:55Z,16.4709765625,18017.28
Low,Uninvaded,2022-12-21T07:05:55Z,38.049873046875,53985.28
Low,Uninvaded,2022-12-21T08:05:55Z,49.461376953125,78888.96
Low,Uninvaded,2022-12-21T09:05:55Z,46.3296484375,91668.48
Low,Uninvaded,2022-12-21T10:05:55Z,69.8390625,111370.24
Low,Uninvaded,2022-12-21T11:05:55Z,37.964072265625,18923.52
Low,Uninvaded,2022-12-21T12:05:55Z,31.48611328125,21452.8
Low,Uninvaded,2022-12-21T13:05:55Z,73.01369140625,121528.32
Low,Uninvaded,2022-12-21T14:05:55Z,33.802734375,18119.68
Low,Uninvaded,2022-12-21T15:05:55Z,28.311484375,18237.44
Low,Uninvaded,2022-12-21T16:05:55Z,21.87642578125,6812.16
Low,Uninvaded,2022-12-21T17:05:55Z,18.1869921875,3937.28
Low,Uninvaded,2022-12-21T18:05:55Z,16.256474609375,3023.36
Low,Uninvaded,2022-12-21T19:05:55Z,12.78154296875,232.16
Low,Uninvaded,2022-12-21T20:05:55Z,11.3229296875,0
Low,Uninvaded,2022-12-21T21:05:55Z,11.022626953125,0
Low,Uninvaded,2022-12-21T22:05:55Z,10.164619140625,0
Low,Uninvaded,2022-12-21T23:05:55Z,7.80509765625,0
Low,Uninvaded,2022-12-22T00:05:55Z,7.847998046875,0
Low,Uninvaded,2022-12-22T01:05:55Z,7.762197265625,0
Low,Uninvaded,2022-12-22T02:05:55Z,6.6896875,0.21
Low,Uninvaded,2022-12-22T03:05:55Z,7.032890625,0
Low,Uninvaded,2022-12-22T04:05:55Z,9.00630859375,0
Low,Uninvaded,2022-12-22T05:05:55Z,8.963408203125,416.16
Low,Uninvaded,2022-12-22T06:05:55Z,12.60994140625,4870.4
Low,Uninvaded,2022-12-22T07:05:55Z,16.599677734375,10833.92
Low,Uninvaded,2022-12-22T08:05:55Z,20.9326171875,15810.56
Low,Uninvaded,2022-12-22T09:05:55Z,31.82931640625,24053.76
Low,Uninvaded,2022-12-22T10:05:55Z,33.073427734375,28764.16
Low,Uninvaded,2022-12-22T11:05:55Z,47.18765625,56545.28
Low,Uninvaded,2022-12-22T12:05:55Z,58.899462890625,96051.2
Low,Uninvaded,2022-12-22T13:05:55Z,59.62876953125,113541.12
Low,Uninvaded,2022-12-22T14:05:55Z,26.380966796875,12549.12
Low,Uninvaded,2022-12-22T15:05:55Z,23.07763671875,8053.76
Low,Uninvaded,2022-12-22T16:05:55Z,21.661923828125,5977.6
Low,Uninvaded,2022-12-22T17:05:55Z,19.98880859375,4707.84
Low,Uninvaded,2022-12-22T18:05:55Z,18.401494140625,3336.96
Low,Uninvaded,2022-12-22T19:05:55Z,13.98275390625,171.68
Low,Uninvaded,2022-12-22T20:05:55Z,10.679423828125,0
Low,Uninvaded,2022-12-22T21:05:55Z,9.52111328125,0
Low,Uninvaded,2022-12-22T22:05:55Z,8.620205078125,0
Low,Uninvaded,2022-12-22T23:05:55Z,8.105400390625,0
Low,Uninvaded,2022-12-23T00:05:55Z,7.63349609375,0
Low,Uninvaded,2022-12-23T01:05:55Z,6.77548828125,0
Low,Uninvaded,2022-12-23T02:05:55Z,7.032890625,0
Low,Uninvaded,2022-12-23T03:05:55Z,6.1748828125,0
Low,Uninvaded,2022-12-23T04:05:55Z,5.702978515625,0
Low,Uninvaded,2022-12-23T05:05:55Z,5.660078125,424.32
Low,Uninvaded,2022-12-23T06:05:55Z,12.09513671875,10357.76
Low,Uninvaded,2022-12-23T07:05:55Z,23.806943359375,38881.28
Low,Uninvaded,2022-12-23T08:05:55Z,49.804580078125,70819.84
Low,Uninvaded,2022-12-23T09:05:55Z,41.910908203125,31334.4
Low,Uninvaded,2022-12-23T10:05:55Z,42.64021484375,26910.72
Low,Uninvaded,2022-12-23T11:05:55Z,67.00763671875,112394.24
Low,Uninvaded,2022-12-23T12:05:55Z,73.142392578125,116490.24
Low,Uninvaded,2022-12-23T13:05:55Z,59.242666015625,82800.64
Low,Uninvaded,2022-12-23T14:05:55Z,28.440185546875,11648
Low,Uninvaded,2022-12-23T15:05:55Z,25.30845703125,9797.12
Low,Uninvaded,2022-12-23T16:05:55Z,23.42083984375,6438.4
Low,Uninvaded,2022-12-23T17:05:55Z,21.10421875,4856.32
Low,Uninvaded,2022-12-23T18:05:55Z,18.61599609375,3477.76
Low,Uninvaded,2022-12-23T19:05:55Z,16.170673828125,197.92
Low,Uninvaded,2022-12-23T20:05:55Z,12.052236328125,0
Low,Uninvaded,2022-12-23T21:05:55Z,10.851025390625,0
Low,Uninvaded,2022-12-23T22:05:55Z,9.2637109375,0
Low,Uninvaded,2022-12-23T23:05:55Z,8.5773046875,0
Low,Uninvaded,2022-12-24T00:05:55Z,8.105400390625,0
Low,Uninvaded,2022-12-24T01:05:55Z,7.418994140625,0
Low,Uninvaded,2022-12-24T02:05:55Z,6.60388671875,0
Low,Uninvaded,2022-12-24T03:05:55Z,6.6896875,0
Low,Uninvaded,2022-12-24T04:05:55Z,7.719296875,0
Low,Uninvaded,2022-12-24T05:05:55Z,9.2637109375,346.4
Low,Uninvaded,2022-12-24T06:05:55Z,15.87037109375,17223.68
Low,Uninvaded,2022-12-24T07:05:55Z,39.851689453125,42045.44
Low,Uninvaded,2022-12-24T08:05:55Z,51.606396484375,33290.24
Low,Uninvaded,2022-12-24T09:05:55Z,61.216083984375,89702.4
Low,Uninvaded,2022-12-24T10:05:55Z,70.225166015625,110387.2
Low,Uninvaded,2022-12-24T11:05:55Z,62.37439453125,27422.72
Low,Uninvaded,2022-12-24T12:05:55Z,68.809453125,124108.8
Low,Uninvaded,2022-12-24T13:05:55Z,48.903671875,28733.44
Low,Uninvaded,2022-12-24T14:05:55Z,33.416630859375,19466.24
Low,Uninvaded,2022-12-24T15:05:55Z,32.472822265625,18304
Low,Uninvaded,2022-12-24T16:05:55Z,28.440185546875,10012.16
Low,Uninvaded,2022-12-24T17:05:55Z,26.4238671875,7672.32
Low,Uninvaded,2022-12-24T18:05:55Z,20.2462109375,2940.16
Low,Uninvaded,2022-12-24T19:05:55Z,15.0981640625,193.6
Low,Uninvaded,2022-12-24T20:05:55Z,13.253447265625,0
Low,Uninvaded,2022-12-24T21:05:55Z,11.40873046875,0
Low,Uninvaded,2022-12-24T22:05:55Z,10.679423828125,0
Low,Uninvaded,2022-12-24T23:05:55Z,9.86431640625,0
Low,Uninvaded,2022-12-25T00:05:55Z,10.250419921875,0
Low,Uninvaded,2022-12-25T01:05:55Z,11.537431640625,0
Low,Uninvaded,2022-12-25T02:05:55Z,11.022626953125,0
Low,Uninvaded,2022-12-25T03:05:55Z,12.910244140625,0
Low,Uninvaded,2022-12-25T04:05:55Z,12.6957421875,0
Low,Uninvaded,2022-12-25T05:05:55Z,12.78154296875,50.94
Low,Uninvaded,2022-12-25T06:05:55Z,14.7549609375,5158.4
Low,Uninvaded,2022-12-25T07:05:55Z,16.04197265625,5729.28
Low,Uninvaded,2022-12-25T08:05:55Z,19.774306640625,11089.92
Low,Uninvaded,2022-12-25T09:05:55Z,21.747724609375,10649.6
Low,Uninvaded,2022-12-25T10:05:55Z,52.721806640625,121610.24
Low,Uninvaded,2022-12-25T11:05:55Z,57.140546875,140820.48
Low,Uninvaded,2022-12-25T12:05:55Z,61.17318359375,102277.12
Low,Uninvaded,2022-12-25T13:05:55Z,65.12001953125,116981.76
Low,Uninvaded,2022-12-25T14:05:55Z,33.20212890625,25282.56
Low,Uninvaded,2022-12-25T15:05:55Z,26.4238671875,12369.92
Low,Uninvaded,2022-12-25T16:05:55Z,27.067373046875,23736.32
Low,Uninvaded,2022-12-25T17:05:55Z,22.777333984375,11084.8
Low,Uninvaded,2022-12-25T18:05:55Z,19.516904296875,491.04
Low,Uninvaded,2022-12-25T19:05:55Z,13.81115234375,4.55
Low,Uninvaded,2022-12-25T20:05:55Z,12.95314453125,0
Low,Uninvaded,2022-12-25T21:05:55Z,12.60994140625,0
Low,Uninvaded,2022-12-25T22:05:55Z,10.808125,0
